Opt,CNN_Layers,Dense_Layers,Arch,Loss,Acc
Adadelta,4,2,4_2,1.647582,23.8261
Adagrad,0,0,0_0,0.451438,84.8696
Adamax,4,4,4_4,1.878847,22.8696
Adamax,5,3,5_3,2.058928,19.8261
Adadelta,2,0,2_0,0.409517,87.2174
SGD,0,3,0_3,1.551863,29.6522
Adamax,8,1,8_1,1.462055,27.2174
Nadam,7,2,7_2,1.463019,28.0870
Adagrad,7,3,7_3,1.551216,29.6522
SGD,7,1,7_1,1.586163,29.6522
rmsprop,0,0,0_0,0.624630,78.0000
Adagrad,2,2,2_2,0.463756,82.1739
Adamax,3,3,3_3,1.290229,44.8696
Adagrad,5,2,5_2,1.790077,25.6522
rmsprop,4,0,4_0,0.490610,84.6957
rmsprop,0,4,0_4,0.425326,85.0435
Adadelta,4,3,4_3,1.344783,40.0870
Adagrad,2,4,2_4,1.208498,61.9130
rmsprop,4,3,4_3,1.984275,25.5652
SGD,7,0,7_0,1.582874,29.6522
Adamax,4,2,4_2,1.598994,33.6522
Nadam,5,4,5_4,1.596729,24.6957
Adamax,5,0,5_0,0.460046,86.9565
Adagrad,2,3,2_3,0.977023,62.3478
Adadelta,5,4,5_4,1.724587,22.4348
Adamax,7,3,7_3,1.922186,22.6957
Adadelta,5,3,5_3,1.464754,28.6087
Adadelta,5,3,5_3,1.700376,21.5652
Adamax,1,2,1_2,0.323850,88.3478
Adam,3,4,3_4,1.710348,27.3913
Adadelta,7,0,7_0,1.469739,26.4348
Adam,8,2,8_2,1.713199,23.1304
SGD,2,2,2_2,1.554438,29.6522
Adam,7,2,7_2,0.942967,58.4348
Nadam,8,1,8_1,1.222192,30.9565
Adamax,1,2,1_2,0.268420,91.1304
Adamax,1,3,1_3,0.234532,91.5652
Adam,8,4,8_4,1.887336,22.6957
Adagrad,5,4,5_4,1.733051,23.6522
Adam,6,3,6_3,2.253096,21.1304
rmsprop,3,4,3_4,1.747509,24.5217
SGD,4,2,4_2,1.587109,29.6522
Adam,2,0,2_0,0.430753,86.6087
Adagrad,5,0,5_0,0.882930,69.4783
Adamax,7,1,7_1,1.690489,22.8696
Nadam,0,4,0_4,0.314592,90.0000
SGD,3,0,3_0,1.507252,29.6522
SGD,6,3,6_3,1.586880,29.6522
Adadelta,2,3,2_3,0.918979,65.1304
rmsprop,7,3,7_3,2.024644,22.6957
Adadelta,3,2,3_2,0.924373,65.2174
Nadam,6,4,6_4,2.076136,26.0870
Adamax,6,0,6_0,1.180151,50.1739
Nadam,7,1,7_1,1.992232,23.3043
Adadelta,3,4,3_4,1.758944,24.6957
Adadelta,2,3,2_3,0.454053,84.5217
Adadelta,2,1,2_1,0.287289,89.2174
Adagrad,3,4,3_4,1.772788,27.8261
Adagrad,7,3,7_3,2.422150,20.2609
Adagrad,5,3,5_3,1.741350,23.6522
rmsprop,1,0,1_0,0.940810,66.2609
SGD,8,3,8_3,1.590845,29.6522
rmsprop,1,1,1_1,0.332365,88.5217
Adadelta,1,4,1_4,0.279818,89.6522
Adadelta,5,2,5_2,1.813614,21.9130
rmsprop,6,4,6_4,2.250545,20.3478
Adamax,2,0,2_0,0.400883,86.4348
Adagrad,3,3,3_3,1.593339,36.8696
Adamax,8,3,8_3,1.913479,22.6957
Adadelta,7,2,7_2,1.593260,23.1304
Adadelta,3,2,3_2,0.555148,79.6522
Adadelta,4,4,4_4,1.373062,34.7826
Adamax,4,2,4_2,1.411061,40.0000
Nadam,2,2,2_2,0.295328,89.3913
Adam,2,4,2_4,0.330359,88.1739
Nadam,7,2,7_2,1.787953,21.7391
Adamax,0,4,0_4,0.248271,92.6087
Nadam,8,3,8_3,1.562023,26.0000
Adam,2,2,2_2,0.263887,91.3913
Adam,4,1,4_1,1.186393,49.0435
Adam,2,0,2_0,0.443404,85.3043
Nadam,0,2,0_2,0.263331,91.7391
Adagrad,5,0,5_0,0.918945,67.6522
rmsprop,8,1,8_1,1.772592,22.6957
Adadelta,8,2,8_2,1.592576,22.6957
Nadam,5,3,5_3,2.488339,20.6957
SGD,8,1,8_1,1.589438,29.6522
rmsprop,7,4,7_4,2.134513,20.3478
rmsprop,7,2,7_2,1.896198,22.6087
Adam,7,2,7_2,1.477185,26.2609
Adamax,5,0,5_0,0.615461,79.3043
Adamax,0,1,0_1,0.290975,90.0870
rmsprop,4,3,4_3,1.952230,25.7391
Nadam,7,4,7_4,1.620813,25.9130
Adadelta,8,4,8_4,1.671134,22.6957
Adamax,5,4,5_4,2.040486,22.6957
Adagrad,5,0,5_0,0.814353,70.6957
Nadam,8,2,8_2,1.930198,21.3913
SGD,4,0,4_0,1.566397,29.6522
Adamax,8,4,8_4,1.770096,22.6957
Nadam,4,2,4_2,0.774917,68.3478
SGD,1,1,1_1,1.507900,29.6522
SGD,4,2,4_2,1.577588,29.6522
rmsprop,7,2,7_2,1.956437,20.4348
Adamax,2,3,2_3,0.322653,87.7391
Adamax,1,2,1_2,0.253651,91.4783
Adamax,8,4,8_4,1.815999,22.6957
